Index,UTC,Lat,Lon,Alt (MSL),Alt (HAE),HDOP,VDOP,SVs Used,Speed,Fix type (GPS) valid,DGPS,Fix type (GPS),SV R27 Doppler (L1OF)
471,19:53:25.000 08/02/2024,41.88712300,-87.66071433,180.600,146.800,1.4,1.6,15,,Yes,Yes,3D,0.00
472,19:53:26.000 08/02/2024,41.88711283,-87.66071400,180.600,146.800,1.3,1.6,15,,Yes,No,3D,0.00
473,19:53:27.000 08/02/2024,41.88710367,-87.66071300,180.600,146.800,1.4,1.6,16,,Yes,No,3D,0.00
474,19:53:28.000 08/02/2024,41.88709467,-87.66071183,180.200,146.400,1.4,1.6,16,,Yes,Yes,3D,0.00
475,19:53:29.000 08/02/2024,41.88708383,-87.66071183,180.100,146.300,1.4,1.6,15,,Yes,Yes,3D,0.00
476,19:53:30.000 08/02/2024,41.88707117,-87.66071533,180.100,146.300,1.3,1.6,15,,Yes,No,3D,0.00
477,19:53:31.000 08/02/2024,41.88705950,-87.66071617,180.300,146.500,1.4,1.6,16,,Yes,No,3D,0.00
478,19:53:32.000 08/02/2024,41.88704717,-87.66071717,180.500,146.700,1.4,1.6,15,,Yes,No,3D,0.00
479,19:53:33.000 08/02/2024,41.88703533,-87.66071717,180.600,146.800,1.4,1.6,15,,Yes,No,3D,0.00
480,19:53:34.000 08/02/2024,41.88702483,-87.66071633,180.600,146.800,1.6,1.7,16,,Yes,No,3D,0.00
481,19:53:35.000 08/02/2024,41.88701383,-87.66071383,180.600,146.800,1.4,1.7,17,,Yes,No,3D,0.00
482,19:53:36.000 08/02/2024,41.88700217,-87.66071200,180.500,146.700,1.4,1.6,17,,Yes,No,3D,0.00
483,19:53:37.000 08/02/2024,41.88699033,-87.66071150,180.600,146.800,1.3,1.6,18,,Yes,No,3D,0.00
484,19:53:38.000 08/02/2024,41.88697817,-87.66071083,180.500,146.700,1.4,1.7,17,,Yes,No,3D,0.00
485,19:53:39.000 08/02/2024,41.88696567,-87.66071000,180.600,146.800,1.3,1.7,16,,Yes,No,3D,0.00
486,19:53:40.000 08/02/2024,41.88695317,-87.66070900,180.600,146.800,1.3,1.7,16,,Yes,No,3D,0.00
487,19:53:41.000 08/02/2024,41.88694083,-87.66070883,180.600,146.800,1.3,1.6,16,,Yes,No,3D,0.00
488,19:53:42.000 08/02/2024,41.88692867,-87.66070833,180.800,147.000,1.3,1.7,17,,Yes,No,3D,0.00
489,19:53:43.000 08/02/2024,41.88691667,-87.66070733,180.900,147.100,1.5,1.7,19,,Yes,Yes,3D,0.00
490,19:53:44.000 08/02/2024,41.88690483,-87.66070667,180.900,147.100,1.3,1.7,19,,Yes,No,3D,0.00
491,19:53:45.000 08/02/2024,41.88689283,-87.66070767,181.000,147.200,1.3,1.7,19,,Yes,No,3D,0.00
492,19:53:46.000 08/02/2024,41.88688050,-87.66070833,181.200,147.400,1.3,1.7,19,,Yes,No,3D,0.00
493,19:53:47.000 08/02/2024,41.88686883,-87.66070700,181.100,147.300,1.0,1.6,18,,Yes,No,3D,0.00
494,19:53:48.000 08/02/2024,41.88685750,-87.66070567,181.000,147.200,1.3,1.7,18,,Yes,No,3D,0.00
495,19:53:49.000 08/02/2024,41.88684517,-87.66070400,180.900,147.100,1.3,1.7,18,,Yes,No,3D,0.00
496,19:53:50.000 08/02/2024,41.88683317,-87.66070067,180.800,147.000,1.3,1.6,18,,Yes,No,3D,0.00
497,19:53:51.000 08/02/2024,41.88682100,-87.66069650,180.600,146.800,1.3,1.6,17,,Yes,No,3D,0.00
498,19:53:52.000 08/02/2024,41.88680850,-87.66069250,180.500,146.700,1.3,1.6,17,,Yes,No,3D,0.00
499,19:53:53.000 08/02/2024,41.88679600,-87.66068783,180.400,146.600,1.3,1.6,17,,Yes,No,3D,0.00
500,19:53:54.000 08/02/2024,41.88678467,-87.66068117,180.300,146.500,1.4,1.7,18,,Yes,No,3D,0.00
501,19:53:55.000 08/02/2024,41.88677617,-87.66067217,180.200,146.400,1.3,1.7,19,,Yes,Yes,3D,0.00
502,19:53:56.000 08/02/2024,41.88676983,-87.66066350,180.000,146.200,1.3,1.7,18,,Yes,No,3D,0.00
503,19:53:57.000 08/02/2024,41.88676567,-87.66065283,180.100,146.300,1.3,1.7,19,,Yes,Yes,3D,0.00
504,19:53:58.000 08/02/2024,41.88676083,-87.66063800,179.800,146.000,1.0,1.5,18,,Yes,Yes,3D,0.00
505,19:53:59.000 08/02/2024,41.88675600,-87.66062017,179.900,146.100,1.1,1.6,18,,Yes,Yes,3D,0.00
506,19:54:00.000 08/02/2024,41.88675333,-87.66060467,180.000,146.200,1.1,1.5,17,,Yes,Yes,3D,0.00
507,19:54:01.000 08/02/2024,41.88675100,-87.66059050,179.800,146.000,1.3,2.1,16,,Yes,Yes,3D,0.00
508,19:54:02.000 08/02/2024,41.88675033,-87.66057583,179.900,146.100,1.3,1.8,15,,Yes,Yes,3D,0.00
509,19:54:03.000 08/02/2024,41.88674700,-87.66056517,180.000,146.200,1.3,1.8,14,,Yes,Yes,3D,0.00
510,19:54:04.000 08/02/2024,41.88674750,-87.66054183,180.200,146.400,1.3,1.8,15,,Yes,No,3D,0.00
511,19:54:05.000 08/02/2024,41.88674783,-87.66052483,181.000,147.200,1.4,1.8,15,,Yes,No,3D,0.00
512,19:54:06.000 08/02/2024,41.88674633,-87.66050900,181.200,147.400,1.4,1.8,12,,Yes,Yes,3D,0.00
513,19:54:07.000 08/02/2024,41.88674400,-87.66049267,181.400,147.600,1.4,1.8,12,,Yes,Yes,3D,0.00
514,19:54:08.000 08/02/2024,41.88674183,-87.66047683,181.700,147.900,1.4,1.8,12,,Yes,Yes,3D,0.00
515,19:54:09.000 08/02/2024,41.88674317,-87.66046200,181.900,148.100,1.4,1.8,13,,Yes,Yes,3D,0.00
516,19:54:10.000 08/02/2024,41.88674367,-87.66044733,181.200,147.400,1.4,1.8,11,,Yes,Yes,3D,0.00
517,19:54:11.000 08/02/2024,41.88674250,-87.66043250,180.900,147.100,1.4,1.8,11,,Yes,Yes,3D,0.00
518,19:54:12.000 08/02/2024,41.88674317,-87.66041467,181.000,147.200,1.4,1.8,12,,Yes,No,3D,0.00
519,19:54:13.000 08/02/2024,41.88674383,-87.66039950,180.600,146.800,1.4,1.8,11,,Yes,No,3D,0.00
520,19:54:14.000 08/02/2024,41.88674433,-87.66038500,180.600,146.800,1.4,1.8,11,,Yes,No,3D,0.00
521,19:54:15.000 08/02/2024,41.88674533,-87.66037067,180.500,146.700,1.4,1.8,13,,Yes,Yes,3D,0.00
522,19:54:16.000 08/02/2024,41.88674667,-87.66035650,180.500,146.700,1.4,1.8,13,,Yes,Yes,3D,0.00
523,19:54:17.000 08/02/2024,41.88674700,-87.66034167,180.200,146.400,1.4,1.8,12,,Yes,No,3D,0.00
524,19:54:18.000 08/02/2024,41.88674750,-87.66032550,180.300,146.500,1.4,1.8,13,,Yes,No,3D,0.00
525,19:54:19.000 08/02/2024,41.88674733,-87.66031000,180.100,146.300,1.4,1.8,14,,Yes,Yes,3D,0.00
526,19:54:20.000 08/02/2024,41.88674767,-87.66029350,180.000,146.200,1.4,1.8,14,,Yes,No,3D,0.00
527,19:54:21.000 08/02/2024,41.88674917,-87.66027750,179.700,145.900,1.4,1.8,13,,Yes,Yes,3D,0.00
528,19:54:22.000 08/02/2024,41.88675017,-87.66026217,179.400,145.600,1.4,1.8,13,,Yes,No,3D,0.00
529,19:54:23.000 08/02/2024,41.88675083,-87.66024583,179.100,145.300,1.4,1.8,13,,Yes,No,3D,0.00
530,19:54:24.000 08/02/2024,41.88674983,-87.66022817,179.200,145.400,1.4,1.8,14,,Yes,No,3D,0.00
531,19:54:25.000 08/02/2024,41.88674950,-87.66021117,179.300,145.500,1.4,1.8,14,,Yes,No,3D,0.00
532,19:54:26.000 08/02/2024,41.88675000,-87.66019450,179.400,145.600,1.4,1.8,13,,Yes,Yes,3D,0.00
533,19:54:27.000 08/02/2024,41.88675033,-87.66017900,179.500,145.700,1.4,1.8,15,,Yes,Yes,3D,0.00
534,19:54:28.000 08/02/2024,41.88675017,-87.66016350,179.500,145.700,1.4,1.8,15,,Yes,No,3D,0.00
535,19:54:29.000 08/02/2024,41.88674967,-87.66014783,179.500,145.700,1.6,2.3,15,,Yes,No,3D,0.00
536,19:54:30.000 08/02/2024,41.88674900,-87.66013217,179.600,145.800,1.6,2.3,14,,Yes,Yes,3D,0.00
537,19:54:31.000 08/02/2024,41.88674900,-87.66011667,179.400,145.600,1.6,2.3,14,,Yes,No,3D,0.00
538,19:54:32.000 08/02/2024,41.88674883,-87.66010100,179.600,145.800,1.6,2.3,14,,Yes,No,3D,0.00
539,19:54:33.000 08/02/2024,41.88674867,-87.66008483,179.700,145.900,1.6,2.3,14,,Yes,No,3D,0.00
540,19:54:34.000 08/02/2024,41.88674867,-87.66007000,179.500,145.700,1.6,2.3,14,,Yes,No,3D,0.00
541,19:54:35.000 08/02/2024,41.88674917,-87.66005517,179.500,145.700,1.0,1.5,16,,Yes,No,3D,0.00
542,19:54:36.000 08/02/2024,41.88674833,-87.66004000,179.600,145.800,1.0,1.5,16,,Yes,No,3D,0.00
543,19:54:37.000 08/02/2024,41.88674800,-87.66002467,179.800,146.000,1.3,1.8,15,,Yes,Yes,3D,0.00
544,19:54:38.000 08/02/2024,41.88674917,-87.66000867,179.800,146.000,1.3,1.8,15,,Yes,No,3D,0.00
545,19:54:39.000 08/02/2024,41.88675100,-87.65999367,179.900,146.100,1.0,1.5,16,,Yes,Yes,3D,0.00
546,19:54:40.000 08/02/2024,41.88675233,-87.65997900,179.800,146.000,1.0,1.5,17,,Yes,No,3D,0.00
547,19:54:41.000 08/02/2024,41.88675267,-87.65996367,179.500,145.700,1.0,1.5,17,,Yes,No,3D,0.00
548,19:54:42.000 08/02/2024,41.88675250,-87.65994733,179.300,145.500,1.0,1.5,16,,Yes,No,3D,0.00
549,19:54:43.000 08/02/2024,41.88675283,-87.65993150,179.200,145.400,1.3,1.8,14,,Yes,No,3D,0.00
550,19:54:44.000 08/02/2024,41.88675417,-87.65991533,179.300,145.500,1.6,2.3,13,,Yes,No,3D,0.00
551,19:54:45.000 08/02/2024,41.88675633,-87.65990000,179.300,145.500,1.6,2.3,15,,Yes,No,3D,0.00
552,19:54:46.000 08/02/2024,41.88675717,-87.65988500,179.400,145.600,1.4,2.2,15,,Yes,No,3D,0.00
553,19:54:47.000 08/02/2024,41.88675767,-87.65986950,179.400,145.600,1.5,2.3,16,,Yes,No,3D,0.00
554,19:54:48.000 08/02/2024,41.88675783,-87.65985300,179.300,145.500,1.5,2.3,13,,Yes,No,3D,0.00
555,19:54:49.000 08/02/2024,41.88675950,-87.65983633,179.300,145.500,1.4,2.3,14,,Yes,No,3D,0.00
556,19:54:50.000 08/02/2024,41.88676067,-87.65982083,179.300,145.500,1.5,2.3,12,,Yes,No,3D,0.00
557,19:54:51.000 08/02/2024,41.88676133,-87.65980633,179.400,145.600,1.5,2.3,14,,Yes,No,3D,0.00
558,19:54:52.000 08/02/2024,41.88676267,-87.65979167,179.400,145.600,1.5,2.3,15,,Yes,No,3D,0.00
559,19:54:53.000 08/02/2024,41.88676467,-87.65977633,179.400,145.600,1.5,2.3,14,,Yes,No,3D,0.00
560,19:54:54.000 08/02/2024,41.88676650,-87.65976117,179.300,145.500,1.5,2.3,13,,Yes,No,3D,0.00
561,19:54:55.000 08/02/2024,41.88676750,-87.65974650,179.200,145.400,1.5,2.3,12,,Yes,No,3D,0.00
562,19:54:56.000 08/02/2024,41.88676850,-87.65973083,179.200,145.400,1.5,2.3,12,,Yes,No,3D,0.00
563,19:54:57.000 08/02/2024,41.88676867,-87.65971517,179.200,145.400,1.5,2.3,14,,Yes,Yes,3D,0.00
564,19:54:58.000 08/02/2024,41.88676883,-87.65969983,179.300,145.500,1.5,2.3,13,,Yes,No,3D,0.00
565,19:54:59.000 08/02/2024,41.88676900,-87.65968417,179.400,145.600,1.5,2.3,13,,Yes,Yes,3D,0.00
566,19:55:00.000 08/02/2024,41.88676883,-87.65966817,179.500,145.700,1.5,2.3,14,,Yes,No,3D,0.00
567,19:55:01.000 08/02/2024,41.88676883,-87.65965233,179.500,145.700,1.5,2.3,14,,Yes,Yes,3D,0.00
568,19:55:02.000 08/02/2024,41.88676900,-87.65963600,179.500,145.700,1.5,2.3,16,,Yes,No,3D,0.00
569,19:55:03.000 08/02/2024,41.88676900,-87.65962017,179.400,145.600,1.5,2.3,15,,Yes,No,3D,0.00
570,19:55:04.000 08/02/2024,41.88676933,-87.65960533,179.300,145.500,1.5,2.3,14,,Yes,Yes,3D,0.00
571,19:55:05.000 08/02/2024,41.88676850,-87.65958983,179.300,145.500,1.5,2.3,16,,Yes,Yes,3D,0.00
572,19:55:06.000 08/02/2024,41.88676817,-87.65957383,179.400,145.600,1.5,2.3,16,,Yes,No,3D,0.00
573,19:55:07.000 08/02/2024,41.88676867,-87.65955733,179.300,145.500,1.5,2.3,15,,Yes,No,3D,0.00
574,19:55:08.000 08/02/2024,41.88677000,-87.65954083,179.300,145.500,1.5,2.3,15,,Yes,No,3D,0.00
575,19:55:09.000 08/02/2024,41.88677150,-87.65952450,179.200,145.400,1.6,2.3,15,,Yes,No,3D,0.00
576,19:55:10.000 08/02/2024,41.88677167,-87.65950867,179.200,145.400,1.6,2.3,15,,Yes,No,3D,0.00
577,19:55:11.000 08/02/2024,41.88677300,-87.65949300,179.200,145.400,1.6,2.3,15,,Yes,Yes,3D,0.00
578,19:55:12.000 08/02/2024,41.88677200,-87.65947717,179.100,145.300,1.6,2.3,14,,Yes,No,3D,0.00
579,19:55:13.000 08/02/2024,41.88677217,-87.65946250,179.100,145.300,1.6,2.3,14,,Yes,Yes,3D,0.00
580,19:55:14.000 08/02/2024,41.88677217,-87.65944683,178.900,145.100,1.5,2.3,16,,Yes,Yes,3D,0.00
581,19:55:15.000 08/02/2024,41.88677183,-87.65943067,178.800,145.000,1.1,1.5,17,,Yes,Yes,3D,0.00
582,19:55:16.000 08/02/2024,41.88677217,-87.65941567,178.600,144.800,1.7,2.7,16,,Yes,Yes,3D,0.00
583,19:55:17.000 08/02/2024,41.88677250,-87.65939933,178.600,144.800,1.1,1.4,18,,Yes,Yes,3D,0.00
584,19:55:18.000 08/02/2024,41.88677200,-87.65938367,178.800,145.000,1.6,2.3,17,,Yes,Yes,3D,0.00
585,19:55:19.000 08/02/2024,41.88677150,-87.65936767,178.700,144.900,1.6,2.3,14,,Yes,Yes,3D,0.00
586,19:55:20.000 08/02/2024,41.88677100,-87.65935100,178.800,145.000,1.7,2.7,15,,Yes,No,3D,0.00
587,19:55:21.000 08/02/2024,41.88677133,-87.65933400,179.000,145.200,1.0,1.4,15,,Yes,No,3D,0.00
588,19:55:22.000 08/02/2024,41.88677117,-87.65931667,179.000,145.200,1.1,1.7,15,,Yes,Yes,3D,0.00
589,19:55:23.000 08/02/2024,41.88677167,-87.65930050,178.900,145.100,1.1,1.7,17,,Yes,Yes,3D,0.00
590,19:55:24.000 08/02/2024,41.88677233,-87.65928367,178.900,145.100,1.6,2.3,17,,Yes,No,3D,0.00
591,19:55:25.000 08/02/2024,41.88677383,-87.65926717,178.900,145.100,1.6,2.3,17,,Yes,Yes,3D,0.00
592,19:55:26.000 08/02/2024,41.88677400,-87.65925050,178.700,144.900,1.6,2.3,19,,Yes,Yes,3D,0.00
593,19:55:27.000 08/02/2024,41.88677483,-87.65923250,178.400,144.600,1.6,2.3,19,,Yes,Yes,3D,0.00
594,19:55:28.000 08/02/2024,41.88677400,-87.65921300,178.400,144.600,1.6,2.3,18,,Yes,Yes,3D,0.00
595,19:55:29.000 08/02/2024,41.88677383,-87.65919533,178.700,144.900,1.6,2.3,16,,Yes,No,3D,0.00
596,19:55:30.000 08/02/2024,41.88677333,-87.65917900,178.900,145.100,1.6,2.3,16,,Yes,No,3D,0.00
597,19:55:31.000 08/02/2024,41.88677200,-87.65916250,179.100,145.300,1.6,2.3,15,,Yes,No,3D,0.00
598,19:55:32.000 08/02/2024,41.88677083,-87.65914617,179.200,145.400,1.6,2.3,16,,Yes,Yes,3D,0.00
599,19:55:33.000 08/02/2024,41.88677050,-87.65913117,179.000,145.200,1.6,2.3,17,,Yes,No,3D,0.00
600,19:55:34.000 08/02/2024,41.88677033,-87.65911500,179.000,145.200,1.0,1.5,18,,Yes,No,3D,0.00
601,19:55:35.000 08/02/2024,41.88677117,-87.65909867,179.200,145.400,1.6,2.3,18,,Yes,No,3D,0.00
602,19:55:36.000 08/02/2024,41.88677250,-87.65908300,179.200,145.400,1.6,2.3,17,,Yes,Yes,3D,0.00
603,19:55:37.000 08/02/2024,41.88677367,-87.65906833,179.300,145.500,0.9,1.4,15,,Yes,Yes,3D,0.00
604,19:55:38.000 08/02/2024,41.88677300,-87.65905367,179.300,145.500,1.0,1.5,18,,Yes,No,3D,0.00
605,19:55:39.000 08/02/2024,41.88677483,-87.65903983,179.600,145.800,0.9,1.3,18,,Yes,No,3D,0.00
606,19:55:40.000 08/02/2024,41.88677883,-87.65902650,179.800,146.000,0.9,1.3,18,,Yes,No,3D,0.00
607,19:55:41.000 08/02/2024,41.88678517,-87.65901583,180.000,146.200,0.9,1.3,18,,Yes,No,3D,0.00
608,19:55:42.000 08/02/2024,41.88679200,-87.65900683,179.900,146.100,0.9,1.4,18,,Yes,Yes,3D,0.00
609,19:55:43.000 08/02/2024,41.88680083,-87.65899983,180.100,146.300,0.9,1.3,18,,Yes,Yes,3D,0.00
610,19:55:44.000 08/02/2024,41.88680967,-87.65899200,180.200,146.400,0.9,1.3,19,,Yes,Yes,3D,0.00
611,19:55:45.000 08/02/2024,41.88682000,-87.65899150,180.200,146.400,1.2,1.4,14,,Yes,Yes,3D,0.00
612,19:55:46.000 08/02/2024,41.88682983,-87.65899083,181.000,147.200,1.2,1.5,15,,Yes,Yes,3D,0.00
613,19:55:47.000 08/02/2024,41.88684050,-87.65899017,180.900,147.100,1.7,1.8,14,,Yes,Yes,3D,0.00
614,19:55:48.000 08/02/2024,41.88684783,-87.65899000,181.000,147.200,1.7,1.8,13,,Yes,Yes,3D,0.00
615,19:55:49.000 08/02/2024,41.88685333,-87.65898750,182.500,148.700,1.1,1.6,12,,Yes,Yes,3D,0.00
616,19:55:50.000 08/02/2024,41.88686217,-87.65898417,182.700,148.900,2.0,1.9,12,,Yes,Yes,3D,0.00
617,19:55:51.000 08/02/2024,41.88687250,-87.65898517,182.700,148.900,1.7,1.8,12,,Yes,Yes,3D,0.00
618,19:55:52.000 08/02/2024,41.88688283,-87.65899533,183.100,149.300,1.7,1.8,12,,Yes,Yes,3D,0.00
619,19:55:53.000 08/02/2024,41.88689100,-87.65899567,182.600,148.800,1.7,1.8,12,,Yes,Yes,3D,0.00
620,19:55:54.000 08/02/2024,41.88689983,-87.65899383,183.400,149.600,1.7,1.8,12,,Yes,Yes,3D,0.00
621,19:55:55.000 08/02/2024,41.88691117,-87.65899633,184.200,150.400,1.7,1.9,13,,Yes,Yes,3D,0.00
622,19:55:56.000 08/02/2024,41.88692250,-87.65900183,184.500,150.700,1.7,1.9,13,,Yes,Yes,3D,0.00
623,19:55:57.000 08/02/2024,41.88693033,-87.65900617,184.700,150.900,1.7,1.8,12,,Yes,Yes,3D,0.00
624,19:55:58.000 08/02/2024,41.88693917,-87.65900967,185.800,152.000,1.7,1.8,12,,Yes,Yes,3D,0.00
625,19:55:59.000 08/02/2024,41.88694817,-87.65901150,186.100,152.300,1.7,1.8,12,,Yes,No,3D,0.00
626,19:56:00.000 08/02/2024,41.88695300,-87.65902217,186.600,152.800,1.7,1.8,12,,Yes,No,3D,0.00
627,19:56:01.000 08/02/2024,41.88695200,-87.65902750,186.200,152.400,1.7,1.8,11,,Yes,Yes,3D,0.00
628,19:56:02.000 08/02/2024,41.88695250,-87.65902467,186.700,152.900,1.7,1.8,12,,Yes,Yes,3D,0.00
629,19:56:03.000 08/02/2024,41.88695317,-87.65902750,188.000,154.200,1.7,1.8,12,,Yes,Yes,3D,0.00
630,19:56:04.000 08/02/2024,41.88695450,-87.65902850,188.600,154.800,1.2,1.7,10,,Yes,Yes,3D,0.00
631,19:56:05.000 08/02/2024,41.88695650,-87.65903050,189.300,155.500,1.2,1.8,9,,Yes,Yes,3D,0.00
632,19:56:06.000 08/02/2024,41.88695933,-87.65903433,189.700,155.900,3.3,3.3,8,,Yes,Yes,3D,0.00
633,19:56:07.000 08/02/2024,41.88696133,-87.65903517,189.800,156.000,2.6,2.0,8,,Yes,Yes,3D,0.00
634,19:56:08.000 08/02/2024,41.88696133,-87.65903783,190.200,156.400,5.5,3.6,7,,Yes,Yes,3D,0.00
635,19:56:09.000 08/02/2024,41.88696133,-87.65903783,190.700,156.900,5.5,3.6,6,,No,No,3D,0.00
636,19:56:10.000 08/02/2024,,,,,56.5,38.8,5,,No,No,,0.00
637,19:56:11.000 08/02/2024,,,,,56.6,38.8,5,,No,No,,0.00
638,19:56:12.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
639,19:56:13.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
640,19:56:14.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
641,19:56:15.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
642,19:56:16.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
643,19:56:17.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
644,19:56:18.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
645,19:56:19.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
646,19:56:20.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
647,19:56:21.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
648,19:56:22.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
649,19:56:23.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
650,19:56:24.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
651,19:56:25.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
652,19:56:26.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
653,19:56:27.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
654,19:56:28.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
655,19:56:29.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
656,19:56:30.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
657,19:56:31.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
658,19:56:32.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
659,19:56:33.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
660,19:56:34.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
661,19:56:35.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
662,19:56:36.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
663,19:56:37.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
664,19:56:38.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
665,19:56:39.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
666,19:56:40.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
667,19:56:41.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
668,19:56:42.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
669,19:56:43.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
670,19:56:44.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
671,19:56:45.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
672,19:56:46.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
673,19:56:47.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
674,19:56:48.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
675,19:56:49.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
676,19:56:50.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
677,19:56:51.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
678,19:56:52.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
679,19:56:53.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
680,19:56:54.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
681,19:56:55.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
682,19:56:56.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
683,19:56:57.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
684,19:56:58.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
685,19:56:59.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
686,19:57:00.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
687,19:57:01.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
688,19:57:02.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
689,19:57:03.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
690,19:57:04.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
691,19:57:05.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
692,19:57:06.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
693,19:57:07.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
694,19:57:08.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
695,19:57:09.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
696,19:57:10.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
697,19:57:11.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
698,19:57:12.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
699,19:57:13.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
700,19:57:14.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
701,19:57:15.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
702,19:57:16.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
703,19:57:17.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
704,19:57:18.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
705,19:57:19.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
706,19:57:20.000 08/02/2024,,,,,100.0,100.0,0,,No,No,,0.00
707,19:57:21.000 08/02/2024,41.88672433,-87.65907950,,,2.7,1.0,5,,Yes,Yes,3D,0.00
708,19:57:22.000 08/02/2024,41.88669267,-87.65908633,186.300,152.500,3.4,3.9,6,,Yes,Yes,3D,0.00
709,19:57:23.000 08/02/2024,41.88668650,-87.65909483,185.000,151.200,3.5,4.0,5,,Yes,Yes,3D,0.00
710,19:57:24.000 08/02/2024,41.88666467,-87.65909383,189.600,155.800,4.8,6.4,5,,Yes,Yes,3D,0.00
711,19:57:25.000 08/02/2024,41.88664383,-87.65909950,195.000,161.200,4.8,6.4,5,,Yes,Yes,3D,0.00
712,19:57:26.000 08/02/2024,41.88662433,-87.65909850,200.100,166.300,4.8,6.4,5,,Yes,Yes,3D,0.00
713,19:57:27.000 08/02/2024,41.88660617,-87.65909400,204.700,170.900,4.8,6.4,5,,Yes,Yes,3D,0.00
714,19:57:28.000 08/02/2024,41.88662383,-87.65908500,207.200,173.400,4.8,6.4,5,,Yes,Yes,3D,0.00
715,19:57:29.000 08/02/2024,41.88665967,-87.65908400,210.800,177.000,4.8,6.4,5,,Yes,Yes,3D,0.00
