Index,UTC,Lat,Lon,Alt (HAE),PDOP,HDOP,Fix type (GPS),Fix type (GPS) valid,PACC H,PACC V,PACC 3D,EDOP,NDOP,VDOP,GDOP,DGPS,SVs Used,Carrier Range Status
363,15:55:31.000 08/16/2024,42.09788217,-87.82838583,159.100,1.3,0.8,3D,Yes,0.034,0.053,0.063,,,1.1,,Yes,28,2
364,15:55:32.000 08/16/2024,42.09788233,-87.82838567,159.100,1.3,0.8,3D,Yes,0.031,0.047,0.056,,,1.1,,Yes,28,2
365,15:55:33.000 08/16/2024,42.09788217,-87.82838567,159.100,1.3,0.8,3D,Yes,0.031,0.048,0.057,,,1.1,,Yes,28,2
366,15:55:34.000 08/16/2024,42.09788217,-87.82838567,159.100,1.3,0.8,3D,Yes,0.031,0.047,0.056,,,1.1,,Yes,28,2
367,15:55:35.000 08/16/2024,42.09788217,-87.82838567,159.200,1.3,0.8,3D,Yes,0.033,0.055,0.064,,,1.1,,Yes,28,2
368,15:55:36.000 08/16/2024,42.09788217,-87.82838567,159.200,1.3,0.8,3D,Yes,0.032,0.051,0.060,,,1.1,,Yes,28,2
369,15:55:37.000 08/16/2024,42.09788217,-87.82838567,159.200,1.3,0.8,3D,Yes,0.033,0.051,0.061,,,1.1,,Yes,28,2
370,15:55:38.000 08/16/2024,42.09788217,-87.82838567,159.200,1.3,0.8,3D,Yes,0.031,0.047,0.056,,,1.1,,Yes,28,2
371,15:55:39.000 08/16/2024,42.09788233,-87.82838583,159.100,1.3,0.8,3D,Yes,0.031,0.048,0.057,,,1.1,,Yes,28,2
372,15:55:40.000 08/16/2024,42.09788233,-87.82838567,159.100,1.3,0.8,3D,Yes,0.032,0.046,0.056,,,1.1,,Yes,28,2
373,15:55:41.000 08/16/2024,42.09788233,-87.82838567,159.100,1.3,0.8,3D,Yes,0.033,0.049,0.059,,,1.1,,Yes,28,2
374,15:55:42.000 08/16/2024,42.09788233,-87.82838567,159.100,1.3,0.8,3D,Yes,0.034,0.050,0.060,,,1.1,,Yes,28,2
375,15:55:43.000 08/16/2024,42.09788233,-87.82838550,159.100,1.3,0.8,3D,Yes,0.033,0.046,0.057,,,1.1,,Yes,28,2
376,15:55:44.000 08/16/2024,42.09788233,-87.82838550,159.200,1.3,0.8,3D,Yes,0.033,0.049,0.059,,,1.1,,Yes,28,2
377,15:55:45.000 08/16/2024,42.09788233,-87.82838567,159.100,1.3,0.8,3D,Yes,0.033,0.056,0.065,,,1.1,,Yes,28,2
378,15:55:46.000 08/16/2024,42.09788217,-87.82838533,159.200,1.3,0.8,3D,Yes,0.034,0.057,0.066,,,1.1,,Yes,28,2
379,15:55:47.000 08/16/2024,42.09788233,-87.82838550,159.100,1.3,0.8,3D,Yes,0.034,0.058,0.067,,,1.1,,Yes,28,2
380,15:55:48.000 08/16/2024,42.09788217,-87.82838550,159.200,1.3,0.8,3D,Yes,0.035,0.059,0.069,,,1.1,,Yes,28,2
381,15:55:49.000 08/16/2024,42.09788233,-87.82838550,159.100,1.3,0.8,3D,Yes,0.035,0.054,0.064,,,1.1,,Yes,28,2
382,15:55:50.000 08/16/2024,42.09788183,-87.82838600,159.100,1.3,0.8,3D,Yes,0.032,0.049,0.059,,,1.1,,Yes,28,2
383,15:55:51.000 08/16/2024,42.09788183,-87.82838617,159.100,1.3,0.8,3D,Yes,0.032,0.049,0.059,,,1.1,,Yes,28,2
384,15:55:52.000 08/16/2024,42.09788200,-87.82838617,159.100,1.3,0.8,3D,Yes,0.032,0.050,0.059,,,1.1,,Yes,28,2
385,15:55:53.000 08/16/2024,42.09788183,-87.82838617,159.100,1.3,0.8,3D,Yes,0.030,0.047,0.056,,,1.1,,Yes,28,2
386,15:55:54.000 08/16/2024,42.09788183,-87.82838600,159.100,1.3,0.8,3D,Yes,0.029,0.047,0.055,,,1.1,,Yes,28,2
387,15:55:55.000 08/16/2024,42.09788183,-87.82838600,159.100,1.3,0.8,3D,Yes,0.029,0.047,0.055,,,1.1,,Yes,28,2
388,15:55:56.000 08/16/2024,42.09788200,-87.82838600,159.100,1.3,0.8,3D,Yes,0.029,0.048,0.056,,,1.1,,Yes,28,2
389,15:55:57.000 08/16/2024,42.09788183,-87.82838600,159.200,1.3,0.8,3D,Yes,0.029,0.047,0.055,,,1.1,,Yes,28,2
390,15:55:58.000 08/16/2024,42.09788183,-87.82838600,159.100,1.3,0.8,3D,Yes,0.027,0.044,0.052,,,1.1,,Yes,28,2
391,15:55:59.000 08/16/2024,42.09788183,-87.82838600,159.100,1.3,0.8,3D,Yes,0.028,0.045,0.053,,,1.1,,Yes,28,2
392,15:56:00.000 08/16/2024,42.09788183,-87.82838600,159.100,1.3,0.8,3D,Yes,0.028,0.046,0.054,,,1.1,,Yes,28,2
393,15:56:01.000 08/16/2024,42.09788200,-87.82838583,159.100,1.3,0.8,3D,Yes,0.030,0.045,0.054,,,1.1,,Yes,28,2
394,15:56:02.000 08/16/2024,42.09788183,-87.82838583,159.200,1.3,0.8,3D,Yes,0.032,0.053,0.062,,,1.1,,Yes,28,2
395,15:56:03.000 08/16/2024,42.09788200,-87.82838583,159.200,1.3,0.8,3D,Yes,0.032,0.054,0.063,,,1.1,,Yes,28,2
396,15:56:04.000 08/16/2024,42.09788200,-87.82838583,159.100,1.3,0.8,3D,Yes,0.031,0.049,0.058,,,1.1,,Yes,28,2
397,15:56:05.000 08/16/2024,42.09788200,-87.82838583,159.100,1.3,0.8,3D,Yes,0.032,0.049,0.059,,,1.1,,Yes,28,2
398,15:56:06.000 08/16/2024,42.09788200,-87.82838567,159.200,1.3,0.8,3D,Yes,0.032,0.049,0.059,,,1.1,,Yes,28,2
399,15:56:07.000 08/16/2024,42.09788200,-87.82838567,159.200,1.3,0.8,3D,Yes,0.032,0.053,0.062,,,1.1,,Yes,28,2
400,15:56:08.000 08/16/2024,42.09788217,-87.82838567,159.100,1.3,0.8,3D,Yes,0.032,0.055,0.064,,,1.1,,Yes,28,2
401,15:56:09.000 08/16/2024,42.09788217,-87.82838567,159.100,1.3,0.8,3D,Yes,0.032,0.056,0.064,,,1.1,,Yes,28,2
402,15:56:10.000 08/16/2024,42.09788200,-87.82838550,159.100,1.3,0.8,3D,Yes,0.032,0.051,0.060,,,1.1,,Yes,28,2
403,15:56:11.000 08/16/2024,42.09788217,-87.82838567,159.100,1.3,0.8,3D,Yes,0.031,0.050,0.059,,,1.1,,Yes,28,2
404,15:56:12.000 08/16/2024,42.09788217,-87.82838550,159.100,1.3,0.8,3D,Yes,0.031,0.051,0.060,,,1.1,,Yes,28,2
405,15:56:13.000 08/16/2024,42.09788217,-87.82838567,159.100,1.3,0.8,3D,Yes,0.026,0.045,0.052,,,1.1,,Yes,27,2
406,15:56:14.000 08/16/2024,42.09788200,-87.82838567,159.100,1.3,0.8,3D,Yes,0.026,0.045,0.052,,,1.1,,Yes,27,2
407,15:56:15.000 08/16/2024,42.09788200,-87.82838567,159.100,1.3,0.8,3D,Yes,0.027,0.046,0.053,,,1.1,,Yes,27,2
408,15:56:16.000 08/16/2024,42.09788217,-87.82838567,159.100,1.3,0.8,3D,Yes,0.026,0.047,0.054,,,1.1,,Yes,27,2
409,15:56:17.000 08/16/2024,42.09788217,-87.82838567,159.100,1.3,0.8,3D,Yes,0.028,0.045,0.053,,,1.1,,Yes,27,2
410,15:56:18.000 08/16/2024,42.09788217,-87.82838567,159.100,1.3,0.8,3D,Yes,0.029,0.048,0.056,,,1.1,,Yes,27,2
411,15:56:19.000 08/16/2024,42.09788233,-87.82838567,159.100,1.3,0.8,3D,Yes,0.029,0.049,0.057,,,1.1,,Yes,27,2
412,15:56:20.000 08/16/2024,42.09788233,-87.82838567,159.100,1.3,0.8,3D,Yes,0.030,0.050,0.058,,,1.1,,Yes,27,2
413,15:56:21.000 08/16/2024,42.09788233,-87.82838550,159.100,1.3,0.8,3D,Yes,0.031,0.051,0.060,,,1.1,,Yes,27,2
414,15:56:22.000 08/16/2024,42.09788200,-87.82838617,159.000,1.3,0.8,3D,Yes,0.026,0.046,0.053,,,1.1,,Yes,27,2
415,15:56:23.000 08/16/2024,42.09788217,-87.82838600,159.000,1.3,0.8,3D,Yes,0.024,0.044,0.050,,,1.1,,Yes,27,2
416,15:56:24.000 08/16/2024,42.09788217,-87.82838600,159.000,1.3,0.8,3D,Yes,0.024,0.045,0.051,,,1.1,,Yes,27,2
417,15:56:25.000 08/16/2024,42.09788217,-87.82838600,159.000,1.3,0.8,3D,Yes,0.025,0.045,0.051,,,1.1,,Yes,27,2
418,15:56:26.000 08/16/2024,42.09788233,-87.82838600,159.000,1.3,0.8,3D,Yes,0.025,0.046,0.052,,,1.1,,Yes,27,2
419,15:56:27.000 08/16/2024,42.09788233,-87.82838600,159.000,1.3,0.8,3D,Yes,0.026,0.047,0.054,,,1.1,,Yes,27,2
420,15:56:28.000 08/16/2024,42.09788217,-87.82838600,159.000,1.3,0.8,3D,Yes,0.026,0.042,0.049,,,1.1,,Yes,27,2
421,15:56:29.000 08/16/2024,42.09788217,-87.82838600,159.000,1.3,0.8,3D,Yes,0.026,0.043,0.050,,,1.1,,Yes,27,2
422,15:56:30.000 08/16/2024,42.09788217,-87.82838583,159.000,1.3,0.8,3D,Yes,0.028,0.047,0.055,,,1.1,,Yes,27,2
423,15:56:31.000 08/16/2024,42.09788217,-87.82838583,159.100,1.3,0.8,3D,Yes,0.028,0.048,0.056,,,1.1,,Yes,27,2
424,15:56:32.000 08/16/2024,42.09788217,-87.82838583,159.100,1.3,0.8,3D,Yes,0.028,0.048,0.056,,,1.1,,Yes,27,2
425,15:56:33.000 08/16/2024,42.09788217,-87.82838567,159.100,1.3,0.8,3D,Yes,0.027,0.046,0.053,,,1.1,,Yes,27,2
426,15:56:34.000 08/16/2024,42.09788217,-87.82838583,159.100,1.3,0.8,3D,Yes,0.027,0.046,0.053,,,1.1,,Yes,27,2
427,15:56:35.000 08/16/2024,42.09788217,-87.82838567,159.100,1.3,0.8,3D,Yes,0.027,0.047,0.054,,,1.1,,Yes,27,2
428,15:56:36.000 08/16/2024,42.09788217,-87.82838567,159.100,1.3,0.8,3D,Yes,0.029,0.051,0.059,,,1.1,,Yes,27,2
429,15:56:37.000 08/16/2024,42.09788217,-87.82838550,159.100,1.3,0.8,3D,Yes,0.031,0.049,0.058,,,1.1,,Yes,27,2
430,15:56:38.000 08/16/2024,42.09788217,-87.82838550,159.100,1.3,0.8,3D,Yes,0.030,0.048,0.057,,,1.1,,Yes,27,2
431,15:56:39.000 08/16/2024,42.09788217,-87.82838550,159.100,1.3,0.8,3D,Yes,0.031,0.048,0.057,,,1.1,,Yes,27,2
432,15:56:40.000 08/16/2024,42.09788217,-87.82838550,159.100,1.3,0.8,3D,Yes,0.030,0.048,0.057,,,1.1,,Yes,27,2
433,15:56:41.000 08/16/2024,42.09788217,-87.82838550,159.100,1.3,0.8,3D,Yes,0.025,0.044,0.051,,,1.1,,Yes,27,2
434,15:56:42.000 08/16/2024,42.09788217,-87.82838550,159.100,1.3,0.8,3D,Yes,0.025,0.044,0.051,,,1.1,,Yes,27,2
435,15:56:43.000 08/16/2024,42.09788217,-87.82838533,159.100,1.3,0.8,3D,Yes,0.025,0.045,0.051,,,1.1,,Yes,27,2
436,15:56:44.000 08/16/2024,42.09788217,-87.82838533,159.100,1.3,0.8,3D,Yes,0.026,0.045,0.052,,,1.1,,Yes,27,2
437,15:56:45.000 08/16/2024,42.09788217,-87.82838550,159.100,1.3,0.8,3D,Yes,0.026,0.046,0.053,,,1.1,,Yes,27,2
438,15:56:46.000 08/16/2024,42.09788217,-87.82838550,159.100,1.3,0.8,3D,Yes,0.027,0.047,0.054,,,1.1,,Yes,27,2
439,15:56:47.000 08/16/2024,42.09788217,-87.82838533,159.100,1.3,0.8,3D,Yes,0.027,0.048,0.055,,,1.1,,Yes,27,2
440,15:56:48.000 08/16/2024,42.09788217,-87.82838533,159.100,1.3,0.8,3D,Yes,0.028,0.049,0.056,,,1.1,,Yes,27,2
441,15:56:49.000 08/16/2024,42.09788200,-87.82838617,159.000,1.3,0.8,3D,Yes,0.027,0.060,0.066,,,1.1,,Yes,27,2
442,15:56:50.000 08/16/2024,42.09788183,-87.82838600,159.000,1.3,0.8,3D,Yes,0.027,0.059,0.065,,,1.1,,Yes,27,2
443,15:56:51.000 08/16/2024,42.09788200,-87.82838600,159.000,1.3,0.8,3D,Yes,0.029,0.064,0.070,,,1.1,,Yes,27,2
444,15:56:52.000 08/16/2024,42.09788200,-87.82838600,159.000,1.3,0.8,3D,Yes,0.028,0.064,0.070,,,1.1,,Yes,27,2
445,15:56:53.000 08/16/2024,42.09788183,-87.82838583,159.000,1.3,0.8,3D,Yes,0.029,0.065,0.071,,,1.1,,Yes,27,2
446,15:56:54.000 08/16/2024,42.09788200,-87.82838600,159.000,1.3,0.8,3D,Yes,0.029,0.065,0.071,,,1.1,,Yes,27,2
447,15:56:55.000 08/16/2024,42.09788200,-87.82838583,159.000,1.3,0.8,3D,Yes,0.030,0.066,0.072,,,1.1,,Yes,27,2
448,15:56:56.000 08/16/2024,42.09788200,-87.82838583,159.000,1.3,0.8,3D,Yes,0.030,0.067,0.073,,,1.1,,Yes,27,2
449,15:56:57.000 08/16/2024,42.09788183,-87.82838583,159.000,1.3,0.8,3D,Yes,0.031,0.086,0.091,,,1.1,,Yes,27,2
450,15:56:58.000 08/16/2024,42.09788183,-87.82838567,159.000,1.3,0.8,3D,Yes,0.028,0.073,0.078,,,1.1,,Yes,27,2
451,15:56:59.000 08/16/2024,42.09788200,-87.82838567,159.000,1.3,0.8,3D,Yes,0.029,0.072,0.078,,,1.1,,Yes,27,2
452,15:57:00.000 08/16/2024,42.09788183,-87.82838567,159.000,1.3,0.8,3D,Yes,0.029,0.071,0.077,,,1.1,,Yes,27,2
453,15:57:01.000 08/16/2024,42.09788183,-87.82838567,159.100,1.3,0.8,3D,Yes,0.028,0.065,0.071,,,1.1,,Yes,27,2
454,15:57:02.000 08/16/2024,42.09788183,-87.82838567,159.000,1.3,0.8,3D,Yes,0.028,0.065,0.071,,,1.1,,Yes,27,2
455,15:57:03.000 08/16/2024,42.09788183,-87.82838583,159.000,1.3,0.8,3D,Yes,0.028,0.064,0.070,,,1.1,,Yes,27,2
456,15:57:04.000 08/16/2024,42.09788183,-87.82838567,159.000,1.3,0.8,3D,Yes,0.029,0.065,0.071,,,1.1,,Yes,27,2
457,15:57:05.000 08/16/2024,42.09788183,-87.82838567,159.100,1.3,0.8,3D,Yes,0.029,0.066,0.072,,,1.1,,Yes,27,2
458,15:57:06.000 08/16/2024,42.09788167,-87.82838567,159.000,1.3,0.8,3D,Yes,0.030,0.062,0.069,,,1.1,,Yes,27,2
459,15:57:07.000 08/16/2024,42.09788150,-87.82838583,159.100,1.3,0.8,3D,Yes,0.030,0.062,0.069,,,1.1,,Yes,27,2
460,15:57:08.000 08/16/2024,42.09788150,-87.82838583,159.100,1.3,0.8,3D,Yes,0.035,0.064,0.073,,,1.1,,Yes,27,2
461,15:57:09.000 08/16/2024,42.09788150,-87.82838567,159.100,1.3,0.8,3D,Yes,0.033,0.063,0.071,,,1.1,,Yes,27,2
462,15:57:10.000 08/16/2024,42.09788150,-87.82838567,159.100,1.3,0.8,3D,Yes,0.032,0.064,0.072,,,1.1,,Yes,27,2
463,15:57:11.000 08/16/2024,42.09788150,-87.82838550,159.100,1.3,0.8,3D,Yes,0.031,0.064,0.071,,,1.1,,Yes,27,2
464,15:57:12.000 08/16/2024,42.09788167,-87.82838583,159.100,1.3,0.8,3D,Yes,0.031,0.063,0.070,,,1.1,,Yes,27,2
465,15:57:13.000 08/16/2024,42.09788167,-87.82838567,159.100,1.3,0.8,3D,Yes,0.030,0.064,0.071,,,1.1,,Yes,27,2
466,15:57:14.000 08/16/2024,42.09788167,-87.82838567,159.100,1.3,0.8,3D,Yes,0.029,0.064,0.070,,,1.1,,Yes,27,2
467,15:57:15.000 08/16/2024,42.09788167,-87.82838567,159.100,1.3,0.8,3D,Yes,0.029,0.065,0.071,,,1.1,,Yes,27,2
468,15:57:16.000 08/16/2024,42.09788167,-87.82838550,159.100,1.3,0.8,3D,Yes,0.030,0.065,0.072,,,1.1,,Yes,27,2
469,15:57:17.000 08/16/2024,42.09788167,-87.82838550,159.100,1.3,0.8,3D,Yes,0.030,0.066,0.072,,,1.1,,Yes,27,2
470,15:57:18.000 08/16/2024,42.09788167,-87.82838550,159.100,1.3,0.8,3D,Yes,0.031,0.068,0.075,,,1.1,,Yes,27,2
471,15:57:19.000 08/16/2024,42.09788183,-87.82838550,159.100,1.3,0.8,3D,Yes,0.031,0.069,0.076,,,1.1,,Yes,27,2
472,15:57:20.000 08/16/2024,42.09788150,-87.82838600,159.100,1.3,0.8,3D,Yes,0.028,0.057,0.064,,,1.1,,Yes,27,2
473,15:57:21.000 08/16/2024,42.09788150,-87.82838600,159.100,1.3,0.8,3D,Yes,0.029,0.047,0.055,,,1.1,,Yes,27,2
474,15:57:22.000 08/16/2024,42.09788150,-87.82838600,159.100,1.3,0.8,3D,Yes,0.028,0.045,0.053,,,1.1,,Yes,27,2
475,15:57:23.000 08/16/2024,42.09788150,-87.82838600,159.100,1.3,0.8,3D,Yes,0.029,0.045,0.054,,,1.1,,Yes,27,2
476,15:57:24.000 08/16/2024,42.09788150,-87.82838600,159.100,1.3,0.8,3D,Yes,0.029,0.045,0.054,,,1.1,,Yes,27,2
477,15:57:25.000 08/16/2024,42.09788150,-87.82838617,159.100,1.3,0.8,3D,Yes,0.029,0.046,0.054,,,1.1,,Yes,27,2
478,15:57:26.000 08/16/2024,42.09788150,-87.82838617,159.100,1.3,0.8,3D,Yes,0.028,0.044,0.052,,,1.1,,Yes,27,2
479,15:57:27.000 08/16/2024,42.09788167,-87.82838600,159.100,1.3,0.8,3D,Yes,0.030,0.049,0.057,,,1.1,,Yes,27,2
480,15:57:28.000 08/16/2024,42.09788167,-87.82838583,159.100,1.3,0.8,3D,Yes,0.040,0.062,0.074,,,1.1,,Yes,25,2
481,15:57:29.000 08/16/2024,42.09788183,-87.82838583,159.100,1.3,0.8,3D,Yes,0.038,0.063,0.074,,,1.1,,Yes,25,2
482,15:57:30.000 08/16/2024,42.09788117,-87.82838683,159.700,1.3,0.8,3D,Yes,0.040,0.064,0.075,,,1.1,,Yes,25,2
483,15:57:31.000 08/16/2024,42.09788150,-87.82838617,160.300,1.3,0.8,3D,Yes,0.039,0.069,0.079,,,1.1,,Yes,24,2
484,15:57:32.000 08/16/2024,42.09788233,-87.82838000,160.300,1.3,0.8,3D,Yes,0.041,0.090,0.099,,,1.1,,Yes,24,2
485,15:57:33.000 08/16/2024,42.09788350,-87.82837133,160.400,1.3,0.8,3D,Yes,0.041,0.082,0.092,,,1.1,,Yes,23,1
486,15:57:34.000 08/16/2024,42.09788567,-87.82836150,160.300,1.4,0.8,3D,Yes,0.030,0.058,0.065,,,1.1,,Yes,23,2
487,15:57:35.000 08/16/2024,42.09788717,-87.82835100,160.300,1.4,0.8,3D,Yes,0.029,0.057,0.064,,,1.1,,Yes,24,2
488,15:57:36.000 08/16/2024,42.09788850,-87.82834033,160.300,1.4,0.8,3D,Yes,0.028,0.054,0.061,,,1.1,,Yes,24,2
489,15:57:37.000 08/16/2024,42.09788950,-87.82832900,160.300,1.4,0.8,3D,Yes,0.027,0.054,0.060,,,1.1,,Yes,24,2
490,15:57:38.000 08/16/2024,42.09789083,-87.82831683,160.300,1.4,0.8,3D,Yes,0.027,0.054,0.060,,,1.1,,Yes,24,2
491,15:57:39.000 08/16/2024,42.09789033,-87.82830467,160.300,1.4,0.8,3D,Yes,0.029,0.057,0.064,,,1.1,,Yes,24,2
492,15:57:40.000 08/16/2024,42.09789083,-87.82829150,160.300,1.4,0.8,3D,Yes,0.030,0.058,0.065,,,1.1,,Yes,24,2
493,15:57:41.000 08/16/2024,42.09789183,-87.82827817,160.300,1.4,0.8,3D,Yes,0.030,0.056,0.064,,,1.1,,Yes,24,2
494,15:57:42.000 08/16/2024,42.09789233,-87.82826517,160.300,1.4,0.8,3D,Yes,0.030,0.054,0.062,,,1.1,,Yes,24,2
495,15:57:43.000 08/16/2024,42.09789217,-87.82825217,160.200,1.4,0.8,3D,Yes,0.033,0.069,0.076,,,1.1,,Yes,24,2
496,15:57:44.000 08/16/2024,42.09789200,-87.82823950,160.200,1.4,0.8,3D,Yes,0.040,0.087,0.096,,,1.1,,Yes,24,2
497,15:57:45.000 08/16/2024,42.09789283,-87.82822700,160.300,1.4,0.8,3D,Yes,0.032,0.061,0.069,,,1.1,,Yes,24,2
498,15:57:46.000 08/16/2024,42.09789450,-87.82821483,160.200,1.4,0.8,3D,Yes,0.032,0.062,0.070,,,1.1,,Yes,24,2
499,15:57:47.000 08/16/2024,42.09789617,-87.82820233,160.300,1.4,0.8,3D,Yes,0.034,0.061,0.070,,,1.1,,Yes,24,2
500,15:57:48.000 08/16/2024,42.09789767,-87.82818967,160.300,1.4,0.8,3D,Yes,0.034,0.062,0.071,,,1.1,,Yes,23,2
501,15:57:49.000 08/16/2024,42.09789933,-87.82817783,160.300,1.3,0.8,3D,Yes,0.039,0.079,0.088,,,1.1,,Yes,23,2
502,15:57:50.000 08/16/2024,42.09790083,-87.82816333,160.200,1.3,0.8,3D,Yes,0.035,0.081,0.088,,,1.1,,Yes,24,2
503,15:57:51.000 08/16/2024,42.09790150,-87.82814850,160.200,1.3,0.8,3D,Yes,0.032,0.062,0.070,,,1.1,,Yes,24,2
504,15:57:52.000 08/16/2024,42.09790200,-87.82813383,160.300,1.4,0.8,3D,Yes,0.031,0.058,0.066,,,1.1,,Yes,23,2
505,15:57:53.000 08/16/2024,42.09790233,-87.82811850,160.300,1.4,0.8,3D,Yes,0.031,0.055,0.063,,,1.1,,Yes,23,2
506,15:57:54.000 08/16/2024,42.09790233,-87.82810283,160.200,1.4,0.8,3D,Yes,0.032,0.057,0.065,,,1.1,,Yes,23,2
507,15:57:55.000 08/16/2024,42.09790183,-87.82808817,160.200,1.4,0.8,3D,Yes,0.032,0.057,0.065,,,1.1,,Yes,23,2
508,15:57:56.000 08/16/2024,42.09790100,-87.82807350,160.200,1.4,0.8,3D,Yes,0.032,0.054,0.063,,,1.1,,Yes,23,2
509,15:57:57.000 08/16/2024,42.09790033,-87.82805900,160.200,1.4,0.8,3D,Yes,0.032,0.054,0.063,,,1.1,,Yes,24,2
510,15:57:58.000 08/16/2024,42.09789950,-87.82804417,160.200,1.4,0.8,3D,Yes,0.032,0.054,0.063,,,1.1,,Yes,24,2
511,15:57:59.000 08/16/2024,42.09789917,-87.82802983,160.100,1.4,0.8,3D,Yes,0.032,0.054,0.063,,,1.1,,Yes,24,2
512,15:58:00.000 08/16/2024,42.09789867,-87.82801533,160.100,1.4,0.8,3D,Yes,0.032,0.054,0.063,,,1.1,,Yes,24,2
513,15:58:01.000 08/16/2024,42.09789883,-87.82800117,160.100,1.4,0.8,3D,Yes,0.025,0.051,0.057,,,1.1,,Yes,23,2
514,15:58:02.000 08/16/2024,42.09789850,-87.82798667,160.100,1.4,0.8,3D,Yes,0.026,0.053,0.059,,,1.1,,Yes,24,2
515,15:58:03.000 08/16/2024,42.09789700,-87.82797133,160.000,1.4,0.8,3D,Yes,0.029,0.065,0.071,,,1.1,,Yes,24,1
516,15:58:04.000 08/16/2024,42.09789583,-87.82795617,160.000,1.4,0.8,3D,Yes,0.028,0.060,0.066,,,1.1,,Yes,23,1
517,15:58:05.000 08/16/2024,42.09789567,-87.82794183,160.100,1.3,0.8,3D,Yes,0.029,0.061,0.068,,,1.1,,Yes,22,1
518,15:58:06.000 08/16/2024,42.09789633,-87.82792767,160.000,1.3,0.8,3D,Yes,0.033,0.068,0.076,,,1.1,,Yes,22,1
519,15:58:07.000 08/16/2024,42.09789700,-87.82791367,160.000,1.3,0.8,3D,Yes,0.039,0.095,0.103,,,1.1,,Yes,24,1
520,15:58:08.000 08/16/2024,42.09789800,-87.82789900,160.000,1.3,0.8,3D,Yes,0.038,0.069,0.079,,,1.1,,Yes,25,1
521,15:58:09.000 08/16/2024,42.09789950,-87.82788433,160.000,1.3,0.8,3D,Yes,0.036,0.052,0.063,,,1.1,,Yes,24,1
522,15:58:10.000 08/16/2024,42.09790233,-87.82787083,160.000,1.3,0.8,3D,Yes,0.035,0.051,0.062,,,1.1,,Yes,24,1
523,15:58:11.000 08/16/2024,42.09790683,-87.82785817,159.900,1.3,0.8,3D,Yes,0.031,0.065,0.072,,,1.1,,Yes,24,1
524,15:58:12.000 08/16/2024,42.09791183,-87.82784683,159.900,1.3,0.8,3D,Yes,0.072,0.119,0.139,,,1.1,,Yes,24,1
525,15:58:13.000 08/16/2024,42.09791833,-87.82783600,159.900,1.4,0.8,3D,Yes,0.089,0.244,0.260,,,1.1,,Yes,23,1
526,15:58:14.000 08/16/2024,42.09792533,-87.82782633,160.000,1.6,0.9,3D,Yes,0.090,0.387,0.397,,,1.3,,Yes,20,1
527,15:58:15.000 08/16/2024,42.09793317,-87.82781750,160.000,1.6,0.9,3D,Yes,0.082,0.392,0.400,,,1.3,,Yes,22,1
528,15:58:16.000 08/16/2024,42.09794183,-87.82781000,159.800,1.6,0.9,3D,Yes,0.047,0.150,0.157,,,1.3,,Yes,24,1
529,15:58:17.000 08/16/2024,42.09795100,-87.82780367,159.900,2.0,1.1,3D,Yes,0.043,0.118,0.126,,,1.6,,Yes,23,1
530,15:58:18.000 08/16/2024,42.09796100,-87.82779767,159.800,2.0,1.1,3D,Yes,0.042,0.110,0.118,,,1.6,,Yes,23,1
531,15:58:19.000 08/16/2024,42.09797067,-87.82779317,159.900,1.7,0.9,3D,Yes,0.042,0.097,0.106,,,1.4,,Yes,23,1
532,15:58:20.000 08/16/2024,42.09798100,-87.82778917,160.000,1.7,0.9,3D,Yes,0.042,0.183,0.188,,,1.4,,Yes,23,1
533,15:58:21.000 08/16/2024,42.09799067,-87.82778733,159.900,1.7,0.9,3D,Yes,0.033,0.112,0.117,,,1.4,,Yes,24,1
534,15:58:22.000 08/16/2024,42.09800100,-87.82778650,160.000,1.7,0.9,3D,Yes,0.032,0.093,0.098,,,1.4,,Yes,22,1
535,15:58:23.000 08/16/2024,42.09801100,-87.82778517,159.900,1.7,0.9,3D,Yes,0.032,0.086,0.092,,,1.4,,Yes,22,1
536,15:58:24.000 08/16/2024,42.09802033,-87.82778567,160.000,2.1,0.9,3D,Yes,0.028,0.077,0.082,,,1.9,,Yes,22,2
537,15:58:25.000 08/16/2024,42.09803017,-87.82778483,160.000,2.1,0.9,3D,Yes,0.041,0.127,0.133,,,1.9,,Yes,22,2
538,15:58:26.000 08/16/2024,42.09803950,-87.82778450,160.000,2.1,0.9,3D,Yes,0.029,0.089,0.094,,,1.9,,Yes,22,2
539,15:58:27.000 08/16/2024,42.09804883,-87.82778483,160.000,2.1,0.9,3D,Yes,0.032,0.082,0.088,,,1.9,,Yes,22,2
540,15:58:28.000 08/16/2024,42.09805800,-87.82778617,160.100,2.1,0.9,3D,Yes,0.034,0.084,0.091,,,1.9,,Yes,22,2
541,15:58:29.000 08/16/2024,42.09806700,-87.82778733,160.000,2.1,0.9,3D,Yes,0.034,0.082,0.089,,,1.9,,Yes,22,2
542,15:58:30.000 08/16/2024,42.09807567,-87.82778983,160.000,2.1,0.9,3D,Yes,0.034,0.077,0.084,,,1.9,,Yes,22,2
543,15:58:31.000 08/16/2024,42.09808483,-87.82779300,160.100,2.1,0.9,3D,Yes,0.037,0.120,0.126,,,1.9,,Yes,22,2
544,15:58:32.000 08/16/2024,42.09809283,-87.82779750,160.100,1.7,0.9,3D,Yes,0.038,0.135,0.140,,,1.4,,Yes,22,2
