Index,UTC,Lat,Lon,Alt (HAE),PDOP,HDOP,Fix type (GPS),Fix type (GPS) valid,PACC H,PACC V,PACC 3D,EDOP,NDOP,VDOP,GDOP,DGPS,SVs Used,Carrier Range Status
373,18:29:03.000 08/15/2024,41.88644817,-87.65436467,141.800,2.1,1.4,3D,Yes,1.823,2.740,3.291,,,1.7,,No,13,0
374,18:29:04.000 08/15/2024,41.88643783,-87.65436717,142.100,1.6,0.9,3D,Yes,1.845,2.744,3.307,,,1.4,,No,14,0
375,18:29:05.000 08/15/2024,41.88642783,-87.65436933,142.200,2.1,1.4,3D,Yes,1.875,2.793,3.364,,,1.7,,No,11,0
376,18:29:06.000 08/15/2024,41.88641800,-87.65437083,142.600,1.8,1.0,3D,Yes,1.908,2.836,3.418,,,1.5,,No,15,0
377,18:29:07.000 08/15/2024,41.88640933,-87.65436817,142.400,1.9,1.1,3D,Yes,1.947,2.894,3.488,,,1.6,,No,14,0
378,18:29:08.000 08/15/2024,41.88639950,-87.65436767,142.500,2.2,1.4,3D,Yes,1.975,2.966,3.563,,,1.7,,No,12,0
379,18:29:09.000 08/15/2024,41.88638817,-87.65436583,142.500,1.9,1.1,3D,Yes,2.000,3.046,3.644,,,1.6,,No,12,0
380,18:29:10.000 08/15/2024,41.88637767,-87.65436400,142.400,1.9,1.1,3D,Yes,2.025,3.135,3.732,,,1.6,,No,15,0
381,18:29:11.000 08/15/2024,41.88636700,-87.65436350,142.800,2.2,1.4,3D,Yes,2.045,3.210,3.806,,,1.7,,No,14,0
382,18:29:12.000 08/15/2024,41.88635483,-87.65436367,143.400,1.9,1.1,3D,Yes,2.061,3.291,3.883,,,1.6,,No,14,0
383,18:29:13.000 08/15/2024,41.88634350,-87.65436133,143.300,1.9,1.1,3D,Yes,2.067,3.306,3.899,,,1.6,,No,14,0
384,18:29:14.000 08/15/2024,41.88633317,-87.65435967,143.300,2.0,1.1,3D,Yes,2.061,3.308,3.898,,,1.7,,No,14,0
385,18:29:15.000 08/15/2024,41.88632483,-87.65435950,144.000,1.9,0.9,3D,Yes,2.055,3.302,3.889,,,1.6,,No,14,0
386,18:29:16.000 08/15/2024,41.88631933,-87.65435183,144.200,2.0,1.1,3D,Yes,2.046,3.313,3.894,,,1.7,,No,13,0
387,18:29:17.000 08/15/2024,41.88631267,-87.65434600,144.500,2.2,1.1,3D,Yes,2.027,3.307,3.879,,,1.9,,No,13,0
388,18:29:18.000 08/15/2024,41.88630617,-87.65434400,145.100,2.0,1.1,3D,Yes,2.015,3.301,3.867,,,1.7,,No,14,0
389,18:29:19.000 08/15/2024,41.88629933,-87.65434283,144.200,2.1,1.0,3D,Yes,2.021,3.328,3.894,,,1.8,,No,14,0
390,18:29:20.000 08/15/2024,41.88629133,-87.65435117,143.900,2.1,1.0,3D,Yes,2.037,3.380,3.946,,,1.8,,No,13,0
391,18:29:21.000 08/15/2024,41.88628317,-87.65435800,143.700,1.5,0.8,3D,Yes,2.055,3.427,3.996,,,1.3,,No,15,0
392,18:29:22.000 08/15/2024,41.88627467,-87.65436067,143.700,1.6,0.8,3D,Yes,2.072,3.445,4.020,,,1.3,,No,14,0
393,18:29:23.000 08/15/2024,41.88626650,-87.65436817,143.400,1.6,0.8,3D,Yes,2.056,3.424,3.994,,,1.3,,No,15,0
394,18:29:24.000 08/15/2024,41.88625900,-87.65437500,142.700,1.6,0.8,3D,Yes,2.030,3.391,3.952,,,1.3,,No,13,0
395,18:29:25.000 08/15/2024,41.88625283,-87.65437950,142.000,1.6,0.8,3D,Yes,2.011,3.375,3.929,,,1.3,,No,14,0
396,18:29:26.000 08/15/2024,41.88624950,-87.65438517,141.600,1.5,0.7,3D,Yes,2.005,3.373,3.924,,,1.3,,No,17,0
397,18:29:27.000 08/15/2024,41.88624300,-87.65438783,141.500,1.5,0.8,3D,Yes,2.000,3.350,3.902,,,1.3,,No,17,0
398,18:29:28.000 08/15/2024,41.88623283,-87.65439200,141.400,1.5,0.8,3D,Yes,2.022,3.364,3.925,,,1.3,,No,16,0
399,18:29:29.000 08/15/2024,41.88622250,-87.65439550,141.800,1.5,0.8,3D,Yes,2.096,3.393,3.988,,,1.3,,No,17,0
400,18:29:30.000 08/15/2024,41.88621283,-87.65439733,142.000,1.6,0.9,3D,Yes,2.165,3.421,4.049,,,1.3,,No,15,0
401,18:29:31.000 08/15/2024,41.88620217,-87.65439750,142.200,2.2,1.2,3D,Yes,2.226,3.484,4.134,,,1.8,,No,11,0
402,18:29:32.000 08/15/2024,41.88619067,-87.65439750,142.400,1.9,0.9,3D,Yes,2.287,3.548,4.221,,,1.6,,No,14,0
403,18:29:33.000 08/15/2024,41.88618017,-87.65439600,142.400,1.8,0.9,3D,Yes,2.350,3.594,4.294,,,1.5,,No,14,0
404,18:29:34.000 08/15/2024,41.88616833,-87.65439850,142.700,1.7,0.9,3D,Yes,2.394,3.580,4.307,,,1.5,,No,13,0
405,18:29:35.000 08/15/2024,41.88615583,-87.65440117,143.000,1.9,1.0,3D,Yes,2.443,3.595,4.347,,,1.6,,No,12,0
406,18:29:36.000 08/15/2024,41.88614383,-87.65440200,143.200,1.8,1.1,3D,Yes,2.505,3.633,4.413,,,1.5,,No,13,0
407,18:29:37.000 08/15/2024,41.88613233,-87.65440300,143.800,1.8,1.1,3D,Yes,2.588,3.655,4.478,,,1.5,,No,12,0
408,18:29:38.000 08/15/2024,41.88612117,-87.65440583,144.200,1.7,0.8,3D,Yes,2.699,3.691,4.573,,,1.4,,No,15,0
409,18:29:39.000 08/15/2024,41.88610983,-87.65441133,145.000,1.6,0.8,3D,Yes,2.810,3.771,4.703,,,1.4,,No,14,0
410,18:29:40.000 08/15/2024,41.88609967,-87.65441517,145.800,2.1,1.2,3D,Yes,2.908,3.856,4.830,,,1.7,,No,13,0
411,18:29:41.000 08/15/2024,41.88608883,-87.65441483,146.000,1.7,0.9,3D,Yes,2.977,3.826,4.848,,,1.5,,No,14,0
412,18:29:42.000 08/15/2024,41.88607783,-87.65441567,146.300,2.1,1.2,3D,Yes,3.034,3.846,4.899,,,1.7,,No,12,0
413,18:29:43.000 08/15/2024,41.88606817,-87.65441467,146.300,2.3,1.5,3D,Yes,3.113,3.854,4.954,,,1.8,,No,13,0
414,18:29:44.000 08/15/2024,41.88605767,-87.65441350,146.700,2.1,1.2,3D,Yes,3.190,3.883,5.025,,,1.7,,No,14,0
415,18:29:45.000 08/15/2024,41.88604600,-87.65441733,147.100,1.7,0.9,3D,Yes,3.254,3.926,5.099,,,1.4,,No,13,0
416,18:29:46.000 08/15/2024,41.88603500,-87.65441567,147.200,1.9,1.0,3D,Yes,3.329,4.000,5.204,,,1.6,,No,13,0
417,18:29:47.000 08/15/2024,41.88602400,-87.65441483,147.300,1.8,0.8,3D,Yes,3.401,4.072,5.305,,,1.5,,No,15,0
418,18:29:48.000 08/15/2024,41.88601383,-87.65440867,147.400,1.9,1.0,3D,Yes,3.405,4.097,5.327,,,1.6,,No,15,0
419,18:29:49.000 08/15/2024,41.88600383,-87.65440617,147.400,2.1,1.1,3D,Yes,3.417,4.158,5.382,,,1.8,,No,13,0
420,18:29:50.000 08/15/2024,41.88599283,-87.65440717,147.600,2.1,1.1,3D,Yes,3.450,4.265,5.486,,,1.8,,No,12,0
421,18:29:51.000 08/15/2024,41.88598150,-87.65440983,147.900,1.7,0.9,3D,Yes,3.492,4.390,5.609,,,1.5,,No,14,0
422,18:29:52.000 08/15/2024,41.88597050,-87.65441250,148.500,1.7,0.9,3D,Yes,3.506,4.348,5.585,,,1.4,,No,14,0
423,18:29:53.000 08/15/2024,41.88595967,-87.65441600,148.900,2.0,1.0,3D,Yes,3.521,4.319,5.572,,,1.7,,No,12,0
424,18:29:54.000 08/15/2024,41.88594767,-87.65442117,149.100,1.9,0.9,3D,Yes,3.507,4.287,5.539,,,1.6,,No,14,0
425,18:29:55.000 08/15/2024,41.88593750,-87.65442100,149.200,2.3,1.2,3D,Yes,3.503,4.272,5.525,,,2.0,,No,12,0
426,18:29:56.000 08/15/2024,41.88592500,-87.65443067,149.700,1.9,1.0,3D,Yes,3.436,4.229,5.449,,,1.6,,No,14,0
427,18:29:57.000 08/15/2024,41.88591417,-87.65443350,149.800,2.0,1.1,3D,Yes,3.421,4.277,5.477,,,1.7,,No,14,0
428,18:29:58.000 08/15/2024,41.88590233,-87.65443617,150.300,1.6,0.8,3D,Yes,3.403,4.329,5.506,,,1.4,,No,16,0
429,18:29:59.000 08/15/2024,41.88589067,-87.65444183,150.600,1.9,1.0,3D,Yes,3.375,4.360,5.514,,,1.6,,No,14,0
430,18:30:00.000 08/15/2024,41.88587833,-87.65444800,151.200,1.7,0.8,3D,Yes,3.344,4.339,5.478,,,1.4,,No,15,0
431,18:30:01.000 08/15/2024,41.88586517,-87.65445917,151.600,1.8,0.9,3D,Yes,3.261,4.254,5.360,,,1.5,,No,15,0
432,18:30:02.000 08/15/2024,41.88585333,-87.65445850,151.400,2.1,1.2,3D,Yes,3.221,4.187,5.283,,,1.7,,No,13,0
433,18:30:03.000 08/15/2024,41.88584250,-87.65445767,150.800,1.9,1.0,3D,Yes,3.187,4.126,5.214,,,1.6,,No,15,0
434,18:30:04.000 08/15/2024,41.88583133,-87.65445917,150.600,1.9,1.0,3D,Yes,3.135,4.074,5.141,,,1.6,,No,14,0
435,18:30:05.000 08/15/2024,41.88582350,-87.65445817,149.800,1.7,0.9,3D,Yes,3.101,4.016,5.074,,,1.5,,No,14,0
436,18:30:06.000 08/15/2024,41.88581400,-87.65446250,149.700,1.7,0.8,3D,Yes,3.048,3.969,5.004,,,1.4,,No,16,0
437,18:30:07.000 08/15/2024,41.88580217,-87.65446650,149.900,1.6,0.8,3D,Yes,3.004,3.914,4.934,,,1.4,,No,14,0
438,18:30:08.000 08/15/2024,41.88579100,-87.65446633,150.200,1.8,0.9,3D,Yes,2.980,3.873,4.887,,,1.5,,No,15,0
439,18:30:09.000 08/15/2024,41.88578067,-87.65446667,149.800,2.0,1.1,3D,Yes,2.961,3.876,4.878,,,1.7,,No,12,0
440,18:30:10.000 08/15/2024,41.88576917,-87.65447717,149.900,1.8,1.0,3D,Yes,2.905,3.882,4.849,,,1.5,,No,13,0
441,18:30:11.000 08/15/2024,41.88575717,-87.65448133,150.300,1.6,0.9,3D,Yes,2.871,3.912,4.852,,,1.3,,No,14,0
442,18:30:12.000 08/15/2024,41.88574617,-87.65448150,150.100,2.0,1.2,3D,Yes,2.858,3.949,4.875,,,1.6,,No,14,0
443,18:30:13.000 08/15/2024,41.88573483,-87.65447950,150.000,1.6,0.9,3D,Yes,2.843,3.987,4.897,,,1.4,,No,14,0
444,18:30:14.000 08/15/2024,41.88572300,-87.65447667,150.100,1.5,0.8,3D,Yes,2.809,3.941,4.840,,,1.3,,No,14,0
445,18:30:15.000 08/15/2024,41.88571183,-87.65446900,150.200,1.6,0.8,3D,Yes,2.764,3.928,4.803,,,1.3,,No,15,0
446,18:30:16.000 08/15/2024,41.88570050,-87.65446133,150.400,1.6,0.8,3D,Yes,2.727,3.929,4.783,,,1.3,,No,17,0
447,18:30:17.000 08/15/2024,41.88568917,-87.65445650,150.700,1.5,0.8,3D,Yes,2.682,3.929,4.757,,,1.3,,No,16,0
448,18:30:18.000 08/15/2024,41.88568033,-87.65444417,150.700,1.7,0.9,3D,Yes,2.587,3.919,4.696,,,1.4,,No,15,0
449,18:30:19.000 08/15/2024,41.88567317,-87.65443133,150.900,1.6,0.8,3D,Yes,2.498,3.877,4.612,,,1.4,,No,16,0
450,18:30:20.000 08/15/2024,41.88566967,-87.65441633,150.700,2.1,1.1,3D,Yes,2.450,3.881,4.590,,,1.8,,No,15,0
451,18:30:21.000 08/15/2024,41.88567033,-87.65440083,150.100,1.4,0.7,3D,Yes,2.418,3.856,4.551,,,1.2,,No,18,0
452,18:30:22.000 08/15/2024,41.88567200,-87.65438700,150.200,1.6,0.8,3D,Yes,2.404,3.852,4.541,,,1.4,,No,15,0
453,18:30:23.000 08/15/2024,41.88567183,-87.65437450,150.800,1.8,0.8,3D,Yes,2.396,3.828,4.516,,,1.6,,No,16,0
454,18:30:24.000 08/15/2024,41.88567083,-87.65436333,151.000,1.9,0.9,3D,Yes,2.411,3.843,4.537,,,1.7,,No,14,0
455,18:30:25.000 08/15/2024,41.88567117,-87.65435183,150.900,1.7,1.0,3D,Yes,2.441,3.858,4.565,,,1.4,,No,13,0
456,18:30:26.000 08/15/2024,41.88567083,-87.65433800,150.700,2.5,1.5,3D,Yes,2.478,3.912,4.631,,,2.0,,No,10,0
457,18:30:27.000 08/15/2024,41.88566983,-87.65432333,150.700,2.0,1.0,3D,Yes,2.507,3.947,4.676,,,1.8,,No,12,0
458,18:30:28.000 08/15/2024,41.88566800,-87.65430800,151.000,1.6,0.9,3D,Yes,2.511,3.972,4.699,,,1.4,,No,13,0
459,18:30:29.000 08/15/2024,41.88566850,-87.65429300,150.800,2.0,1.0,3D,Yes,2.506,3.962,4.688,,,1.8,,No,12,0
460,18:30:30.000 08/15/2024,41.88566917,-87.65427950,150.300,1.5,0.8,3D,Yes,2.497,3.932,4.658,,,1.2,,No,14,0
461,18:30:31.000 08/15/2024,41.88566900,-87.65426550,150.500,1.8,1.1,3D,Yes,2.499,3.932,4.659,,,1.4,,No,12,0
462,18:30:32.000 08/15/2024,41.88567050,-87.65425050,150.700,1.8,1.1,3D,Yes,2.511,3.922,4.657,,,1.4,,No,12,0
463,18:30:33.000 08/15/2024,41.88566850,-87.65423550,151.300,1.6,0.8,3D,Yes,2.530,3.900,4.649,,,1.4,,No,13,0
464,18:30:34.000 08/15/2024,41.88566833,-87.65422167,151.600,1.6,0.9,3D,Yes,2.571,3.920,4.688,,,1.3,,No,13,0
465,18:30:35.000 08/15/2024,41.88566733,-87.65420800,151.600,1.7,1.0,3D,Yes,2.590,3.939,4.714,,,1.4,,No,14,0
466,18:30:36.000 08/15/2024,41.88566700,-87.65419467,151.300,1.9,1.3,3D,Yes,2.610,3.977,4.757,,,1.5,,No,11,0
467,18:30:37.000 08/15/2024,41.88566667,-87.65418117,151.400,1.9,1.2,3D,Yes,2.631,4.017,4.802,,,1.5,,No,12,0
468,18:30:38.000 08/15/2024,41.88566583,-87.65416700,151.500,2.2,1.1,3D,Yes,2.658,4.071,4.862,,,1.9,,No,11,0
469,18:30:39.000 08/15/2024,41.88566400,-87.65415217,152.100,1.7,1.0,3D,Yes,2.684,4.050,4.859,,,1.4,,No,13,0
470,18:30:40.000 08/15/2024,41.88566200,-87.65413933,152.300,1.8,1.0,3D,Yes,2.721,4.034,4.866,,,1.5,,No,12,0
471,18:30:41.000 08/15/2024,41.88566150,-87.65412667,152.400,1.8,1.2,3D,Yes,2.767,4.010,4.872,,,1.3,,No,11,0
472,18:30:42.000 08/15/2024,41.88565967,-87.65411467,152.500,1.5,0.9,3D,Yes,2.793,3.985,4.866,,,1.2,,No,15,0
473,18:30:43.000 08/15/2024,41.88565800,-87.65410150,152.400,1.7,1.1,3D,Yes,2.808,3.967,4.860,,,1.3,,No,16,0
474,18:30:44.000 08/15/2024,41.88565717,-87.65408783,152.500,1.6,1.0,3D,Yes,2.813,3.952,4.851,,,1.3,,No,13,0
475,18:30:45.000 08/15/2024,41.88565700,-87.65407333,152.500,1.9,1.2,3D,Yes,2.827,3.939,4.848,,,1.5,,No,13,0
476,18:30:46.000 08/15/2024,41.88565533,-87.65406000,152.700,1.5,0.8,3D,Yes,2.836,3.911,4.831,,,1.2,,No,15,0
477,18:30:47.000 08/15/2024,41.88565217,-87.65404583,153.000,1.4,0.7,3D,Yes,2.823,3.875,4.794,,,1.1,,No,17,0
478,18:30:48.000 08/15/2024,41.88565183,-87.65403200,152.800,1.8,1.2,3D,Yes,2.806,3.824,4.743,,,1.4,,No,15,0
479,18:30:49.000 08/15/2024,41.88565333,-87.65401967,152.100,1.9,1.4,3D,Yes,2.797,3.772,4.696,,,1.4,,No,13,0
480,18:30:50.000 08/15/2024,41.88565133,-87.65400717,151.800,1.8,1.1,3D,Yes,2.783,3.746,4.667,,,1.4,,No,15,0
481,18:30:51.000 08/15/2024,41.88565050,-87.65399550,151.700,1.9,1.3,3D,Yes,2.775,3.742,4.659,,,1.3,,No,12,0
482,18:30:52.000 08/15/2024,41.88564983,-87.65398433,151.700,1.4,0.9,3D,Yes,2.775,3.743,4.659,,,1.1,,No,14,0
483,18:30:53.000 08/15/2024,41.88564950,-87.65397150,151.600,1.6,0.9,3D,Yes,2.797,3.787,4.708,,,1.3,,No,12,0
484,18:30:54.000 08/15/2024,41.88564850,-87.65395850,151.600,1.3,0.7,3D,Yes,2.813,3.787,4.717,,,1.1,,No,16,0
485,18:30:55.000 08/15/2024,41.88564883,-87.65394617,151.300,1.5,0.9,3D,Yes,2.814,3.806,4.733,,,1.2,,No,14,0
486,18:30:56.000 08/15/2024,41.88564967,-87.65393350,151.400,1.7,1.0,3D,Yes,2.822,3.818,4.748,,,1.3,,No,12,0
487,18:30:57.000 08/15/2024,41.88565250,-87.65392100,151.200,1.6,1.0,3D,Yes,2.832,3.847,4.777,,,1.3,,No,11,0
488,18:30:58.000 08/15/2024,41.88565183,-87.65390867,151.400,1.4,0.8,3D,Yes,2.832,3.864,4.791,,,1.1,,No,14,0
489,18:30:59.000 08/15/2024,41.88565333,-87.65389517,151.200,2.4,1.4,3D,Yes,2.843,3.910,4.834,,,2.0,,No,11,0
490,18:31:00.000 08/15/2024,41.88565200,-87.65388183,151.500,1.6,1.0,3D,Yes,2.833,3.865,4.792,,,1.2,,No,13,0
491,18:31:01.000 08/15/2024,41.88565083,-87.65386850,151.900,1.5,0.8,3D,Yes,2.823,3.841,4.767,,,1.2,,No,14,0
492,18:31:02.000 08/15/2024,41.88564817,-87.65385433,152.200,1.5,0.8,3D,Yes,2.815,3.809,4.736,,,1.2,,No,14,0
493,18:31:03.000 08/15/2024,41.88564750,-87.65384033,152.200,1.8,1.0,3D,Yes,2.818,3.813,4.741,,,1.6,,No,12,0
494,18:31:04.000 08/15/2024,41.88564883,-87.65382583,152.200,1.7,1.0,3D,Yes,2.824,3.827,4.756,,,1.4,,No,12,0
495,18:31:05.000 08/15/2024,41.88564950,-87.65381167,152.300,2.0,1.4,3D,Yes,2.824,3.808,4.741,,,1.4,,No,12,0
496,18:31:06.000 08/15/2024,41.88565200,-87.65379750,152.300,2.2,1.6,3D,Yes,2.824,3.786,4.723,,,1.5,,No,11,0
497,18:31:07.000 08/15/2024,41.88565350,-87.65378367,152.300,1.9,1.3,3D,Yes,2.825,3.788,4.725,,,1.3,,No,13,0
498,18:31:08.000 08/15/2024,41.88565167,-87.65376983,153.000,1.6,0.9,3D,Yes,2.803,3.765,4.694,,,1.4,,No,13,0
499,18:31:09.000 08/15/2024,41.88565350,-87.65375650,153.000,1.6,1.0,3D,Yes,2.797,3.753,4.681,,,1.2,,No,14,0
500,18:31:10.000 08/15/2024,41.88565667,-87.65374350,152.800,2.1,1.1,3D,Yes,2.795,3.768,4.691,,,1.7,,No,11,0
501,18:31:11.000 08/15/2024,41.88566033,-87.65373167,152.800,1.6,0.9,3D,Yes,2.792,3.768,4.690,,,1.4,,No,13,0
502,18:31:12.000 08/15/2024,41.88566333,-87.65371967,152.800,1.9,1.3,3D,Yes,2.790,3.773,4.693,,,1.3,,No,12,0
503,18:31:13.000 08/15/2024,41.88566400,-87.65370683,152.900,1.6,1.0,3D,Yes,2.785,3.752,4.673,,,1.3,,No,13,0
504,18:31:14.000 08/15/2024,41.88566333,-87.65369300,152.900,1.5,0.9,3D,Yes,2.782,3.748,4.668,,,1.3,,No,14,0
505,18:31:15.000 08/15/2024,41.88566250,-87.65367983,153.000,1.6,1.0,3D,Yes,2.782,3.758,4.676,,,1.3,,No,14,0
506,18:31:16.000 08/15/2024,41.88566333,-87.65366800,153.300,1.5,0.9,3D,Yes,2.794,3.729,4.660,,,1.3,,No,14,0
507,18:31:17.000 08/15/2024,41.88566183,-87.65365517,153.500,1.8,0.9,3D,Yes,2.799,3.704,4.643,,,1.5,,No,14,0
508,18:31:18.000 08/15/2024,41.88566233,-87.65364233,153.400,1.6,1.0,3D,Yes,2.801,3.682,4.626,,,1.2,,No,14,0
509,18:31:19.000 08/15/2024,41.88566400,-87.65362983,153.600,1.5,0.9,3D,Yes,2.803,3.648,4.601,,,1.3,,No,14,0
510,18:31:20.000 08/15/2024,41.88566350,-87.65361750,153.700,1.6,1.0,3D,Yes,2.793,3.597,4.554,,,1.3,,No,13,0
511,18:31:21.000 08/15/2024,41.88566417,-87.65360633,153.500,1.9,1.3,3D,Yes,2.787,3.576,4.534,,,1.3,,No,13,0
512,18:31:22.000 08/15/2024,41.88566367,-87.65359583,153.500,1.6,1.0,3D,Yes,2.780,3.542,4.503,,,1.3,,No,14,0
513,18:31:23.000 08/15/2024,41.88566317,-87.65358600,153.400,1.6,1.0,3D,Yes,2.781,3.545,4.506,,,1.3,,No,12,0
514,18:31:24.000 08/15/2024,41.88566300,-87.65357617,153.300,1.6,1.0,3D,Yes,2.783,3.511,4.480,,,1.3,,No,11,0
515,18:31:25.000 08/15/2024,41.88566100,-87.65356767,153.400,1.4,0.8,3D,Yes,2.781,3.497,4.468,,,1.2,,No,14,0
516,18:31:26.000 08/15/2024,41.88566083,-87.65356033,153.500,1.6,1.0,3D,Yes,2.787,3.488,4.465,,,1.2,,No,13,0
517,18:31:27.000 08/15/2024,41.88565783,-87.65355617,153.500,1.6,1.0,3D,Yes,2.788,3.459,4.443,,,1.3,,No,13,0
518,18:31:28.000 08/15/2024,41.88565567,-87.65355467,153.500,1.7,1.0,3D,Yes,2.800,3.467,4.456,,,1.3,,No,13,0
519,18:31:29.000 08/15/2024,41.88565417,-87.65355100,153.200,1.7,1.0,3D,Yes,2.808,3.464,4.459,,,1.3,,No,13,0
520,18:31:30.000 08/15/2024,41.88565583,-87.65354600,153.000,1.7,1.0,3D,Yes,2.849,3.513,4.523,,,1.3,,No,13,0
521,18:31:31.000 08/15/2024,41.88565783,-87.65354500,152.800,2.1,1.6,3D,Yes,2.960,3.606,4.665,,,1.4,,No,11,0
522,18:31:32.000 08/15/2024,41.88565633,-87.65354567,153.000,1.5,0.9,3D,Yes,3.196,3.739,4.919,,,1.2,,No,13,0
523,18:31:33.000 08/15/2024,41.88565617,-87.65354867,153.000,1.6,0.9,3D,Yes,3.705,3.945,5.412,,,1.3,,No,12,0
524,18:31:34.000 08/15/2024,41.88565283,-87.65355317,153.200,1.8,1.1,3D,Yes,6.895,4.684,8.336,,,1.4,,No,10,0
525,18:31:35.000 08/15/2024,41.88565167,-87.65355417,153.300,2.9,1.7,3D,Yes,8.219,5.196,9.724,,,2.3,,No,8,0
526,18:31:36.000 08/15/2024,41.88565117,-87.65355133,153.400,3.2,2.3,3D,Yes,9.166,5.749,10.820,,,2.2,,No,7,0
527,18:31:37.000 08/15/2024,41.88565217,-87.65354483,153.600,3.1,2.0,3D,Yes,10.064,6.298,11.872,,,2.4,,No,7,0
528,18:31:38.000 08/15/2024,41.88564917,-87.65354817,153.500,6.3,3.8,3D,Yes,10.765,6.915,12.795,,,5.1,,No,7,0
529,18:31:39.000 08/15/2024,41.88565183,-87.65354967,153.700,3.0,2.0,3D,Yes,11.069,7.400,13.315,,,2.3,,No,8,0
530,18:31:40.000 08/15/2024,41.88564000,-87.65355033,153.700,2.2,1.7,3D,Yes,10.773,7.469,13.109,,,1.4,,No,10,0
531,18:31:41.000 08/15/2024,41.88562633,-87.65356583,154.900,1.6,1.0,3D,Yes,9.932,6.871,12.077,,,1.3,,No,13,0
532,18:31:42.000 08/15/2024,41.88561967,-87.65355767,156.800,1.9,1.3,3D,Yes,9.053,6.307,11.033,,,1.3,,No,13,0
533,18:31:43.000 08/15/2024,41.88561733,-87.65355483,157.800,1.6,0.9,3D,Yes,8.492,5.992,10.393,,,1.3,,No,14,0
534,18:31:44.000 08/15/2024,41.88561183,-87.65355517,158.200,1.6,0.9,3D,Yes,7.919,5.814,9.824,,,1.3,,No,14,0
535,18:31:45.000 08/15/2024,41.88559683,-87.65355733,158.900,1.4,0.7,3D,Yes,7.197,5.642,9.145,,,1.2,,No,17,0
536,18:31:46.000 08/15/2024,41.88559067,-87.65355367,159.200,1.3,0.7,3D,Yes,6.759,5.529,8.732,,,1.1,,No,17,0
537,18:31:47.000 08/15/2024,41.88558533,-87.65355267,159.300,1.3,0.7,3D,Yes,6.437,5.429,8.421,,,1.1,,No,15,0
538,18:31:48.000 08/15/2024,41.88557817,-87.65355300,159.600,1.3,0.7,3D,Yes,6.145,5.357,8.152,,,1.1,,No,15,0
539,18:31:49.000 08/15/2024,41.88557117,-87.65355417,160.100,1.3,0.8,3D,Yes,5.869,5.254,7.877,,,1.1,,No,16,0
540,18:31:50.000 08/15/2024,41.88556233,-87.65355483,160.700,1.3,0.8,3D,Yes,5.602,5.163,7.618,,,1.1,,No,16,0
541,18:31:51.000 08/15/2024,41.88555500,-87.65355333,161.500,1.3,0.8,3D,Yes,5.373,5.089,7.400,,,1.1,,No,15,0
542,18:31:52.000 08/15/2024,41.88555600,-87.65355267,161.600,1.3,0.7,3D,Yes,5.205,5.033,7.240,,,1.1,,No,16,0
543,18:31:53.000 08/15/2024,41.88555883,-87.65355400,161.300,1.3,0.8,3D,Yes,5.043,4.957,7.071,,,1.1,,No,15,0
544,18:31:54.000 08/15/2024,41.88555650,-87.65355300,161.400,1.3,0.7,3D,Yes,4.998,4.959,7.041,,,1.1,,No,14,0
545,18:31:55.000 08/15/2024,41.88555183,-87.65355150,161.800,1.2,0.7,3D,Yes,4.940,4.960,7.000,,,1.0,,No,16,0
546,18:31:56.000 08/15/2024,41.88554850,-87.65355067,162.100,1.4,0.7,3D,Yes,4.874,4.957,6.952,,,1.2,,No,16,0
547,18:31:57.000 08/15/2024,41.88554317,-87.65354950,162.600,1.4,0.7,3D,Yes,4.817,4.967,6.919,,,1.2,,No,16,0
548,18:31:58.000 08/15/2024,41.88554083,-87.65354883,162.700,1.4,0.8,3D,Yes,4.778,4.986,6.906,,,1.1,,No,14,0
549,18:31:59.000 08/15/2024,41.88553917,-87.65354750,163.000,1.3,0.7,3D,Yes,4.715,5.003,6.875,,,1.1,,No,17,0
550,18:32:00.000 08/15/2024,41.88553850,-87.65354650,163.000,1.3,0.7,3D,Yes,4.673,5.029,6.865,,,1.1,,No,15,0
551,18:32:01.000 08/15/2024,41.88554117,-87.65354583,163.200,1.5,0.8,3D,Yes,4.628,5.027,6.833,,,1.2,,No,15,0
552,18:32:02.000 08/15/2024,41.88554417,-87.65354600,163.000,1.4,0.8,3D,Yes,4.594,5.021,6.806,,,1.1,,No,14,0
553,18:32:03.000 08/15/2024,41.88554417,-87.65354617,163.100,1.5,0.9,3D,Yes,4.563,5.024,6.787,,,1.2,,No,12,0
554,18:32:04.000 08/15/2024,41.88554383,-87.65354683,163.000,1.5,0.9,3D,Yes,4.530,5.026,6.766,,,1.2,,No,14,0
555,18:32:05.000 08/15/2024,41.88554050,-87.65354617,163.200,1.4,0.7,3D,Yes,4.495,5.030,6.746,,,1.2,,No,17,0
556,18:32:06.000 08/15/2024,41.88553867,-87.65354600,163.400,1.4,0.8,3D,Yes,4.446,5.033,6.716,,,1.2,,No,16,0
557,18:32:07.000 08/15/2024,41.88553417,-87.65354533,163.700,1.2,0.6,3D,Yes,4.392,5.025,6.674,,,1.0,,No,17,0
558,18:32:08.000 08/15/2024,41.88553067,-87.65354450,163.900,1.2,0.6,3D,Yes,4.333,5.021,6.632,,,1.1,,No,16,0
559,18:32:09.000 08/15/2024,41.88552833,-87.65354283,164.200,1.4,0.7,3D,Yes,4.298,5.028,6.615,,,1.2,,No,16,0
